subject_id,Runtime_mod,Task_name,Deliberate_response,Intrusive_response,Knowledge_response,Images_response,Past_response,Self_response,Distracting_response,Emotion_response,Absorption_response,Detailed_response,Words_response,Focus_response,Problem_response,Future_response,Other_response,Sounds_response
subject_1,-9,Tetris_Effect:_Connected,6.899999999999994,3.0,6.900000000000012,9.299999999999997,4.600000000000001,2.4999999999999987,2.3000000000000007,6.299999999999996,8.599999999999994,2.899999999999999,3.400000000000009,2.8000000000000007,8.59999999999999,8.400000000000006,1.0,1.0
subject_1,-9,Tetris_Effect:_Connected,6.599999999999998,4.200000000000001,7.099999999999995,10.0,3.8000000000000065,3.4000000000000057,7.900000000000007,8.300000000000006,8.199999999999989,3.5000000000000093,3.300000000000009,2.5000000000000084,8.799999999999986,8.199999999999996,1.0,5.499999999999999
subject_1,-9,Tetris_Effect:_Connected,4.400000000000007,3.7000000000000064,7.399999999999991,9.099999999999987,5.100000000000009,1.0999999999999994,3.8000000000000167,9.499999999999988,6.6999999999999975,5.6000000000000165,6.399999999999995,3.200000000000002,10.0,6.9999999999999964,1.0,7.3999999999999915
subject_1,12,The_Long_Dark,5.500000000000001,7.699999999999991,2.3,8.899999999999991,6.899999999999997,7.300000000000002,2.1999999999999984,10.0,6.900000000000012,6.699999999999997,8.29999999999999,2.0000000000000115,9.399999999999986,7.400000000000008,4.900000000000012,4.5000000000000115
subject_1,12,The_Long_Dark,7.3999999999999915,4.5000000000000115,8.69999999999999,7.79999999999999,2.4999999999999987,6.7999999999999945,3.3000000000000163,10.0,1.9999999999999971,7.700000000000005,5.400000000000006,1.5000000000000149,9.0,7.199999999999994,3.0,3.000000000000009
subject_1,12,The_Long_Dark,4.0,7.299999999999999,8.09999999999999,9.799999999999997,6.600000000000013,3.0000000000000018,2.1000000000000147,10.0,4.900000000000002,6.30000000000001,5.499999999999997,2.200000000000012,8.599999999999994,6.4999999999999964,5.800000000000014,3.100000000000009
subject_1,-12,NBA_2K24,8.0,8.399999999999986,10.0,3.300000000000009,7.0000000000000115,10.0,2.3999999999999986,9.199999999999985,1.0,1.5999999999999983,3.3999999999999995,2.7000000000000117,7.499999999999996,2.100000000000001,8.699999999999994,8.599999999999998
subject_1,-12,NBA_2K24,5.899999999999999,6.1999999999999975,8.59999999999999,9.199999999999989,7.9999999999999964,8.0,10.0,7.200000000000002,2.0,2.6999999999999984,5.4,2.2000000000000157,10.0,7.499999999999992,8.09999999999999,7.3999999999999915
subject_1,-12,NBA_2K24,3.6000000000000068,5.000000000000006,8.199999999999989,8.099999999999993,7.8999999999999915,4.100000000000001,3.5000000000000164,10.0,4.199999999999998,3.7000000000000015,2.4000000000000155,1.0,9.0,5.7,3.0,8.0
subject_1,7,SONIC_SUPERSTARS,3.0000000000000018,5.600000000000001,7.700000000000008,8.600000000000005,1.0,1.0,3.8000000000000167,10.0,3.0000000000000053,3.0,1.0,2.200000000000008,7.200000000000006,2.9999999999999987,1.0,9.599999999999994
subject_1,7,SONIC_SUPERSTARS,3.699999999999999,6.700000000000005,7.099999999999996,8.599999999999987,4.3000000000000025,1.8999999999999972,1.6000000000000116,9.599999999999994,3.3000000000000127,1.7000000000000082,1.900000000000015,2.4999999999999987,7.800000000000003,5.199999999999998,1.2000000000000046,10.0
subject_1,7,SONIC_SUPERSTARS,5.4,4.900000000000012,6.400000000000013,5.0,6.900000000000008,5.8,2.0999999999999983,9.4,2.6000000000000116,3.300000000000009,2.3000000000000047,2.600000000000016,8.799999999999994,5.699999999999998,2.6000000000000014,9.999999999999991
subject_1,11,Dirt_5,4.700000000000003,7.0,7.599999999999994,1.2999999999999994,2.200000000000001,7.099999999999995,1.400000000000008,8.999999999999996,1.0,2.0,6.600000000000013,1.600000000000001,5.899999999999998,1.5000000000000149,8.499999999999991,10.0
subject_1,11,Dirt_5,2.4000000000000083,6.100000000000009,7.799999999999992,1.7000000000000082,1.9000000000000008,8.0,1.800000000000001,8.199999999999992,2.200000000000008,2.100000000000012,3.5000000000000013,2.1000000000000147,8.19999999999999,3.0000000000000018,7.099999999999996,9.299999999999988
subject_1,11,Dirt_5,4.0,4.0,8.09999999999999,2.200000000000001,2.8,7.799999999999992,1.0,8.599999999999987,1.9000000000000081,1.2000000000000046,6.6000000000000085,1.0,10.0,3.400000000000001,8.699999999999994,9.599999999999987
subject_1,13,Duck_Hunting,4.2000000000000135,9.0,6.20000000000001,9.299999999999988,6.0,1.2999999999999972,1.4000000000000117,9.69999999999999,2.1999999999999984,1.7000000000000115,3.1000000000000125,3.0,6.800000000000003,1.0,10.0,9.0
subject_1,13,Duck_Hunting,3.5000000000000133,7.0,7.0,7.99999999999999,1.0,7.1000000000000085,1.0,8.09999999999999,2.6000000000000014,2.900000000000005,1.8000000000000116,1.0,10.0,2.499999999999998,7.1000000000000085,8.000000000000004
subject_1,13,Duck_Hunting,3.0,6.799999999999994,7.500000000000008,7.399999999999995,2.499999999999998,7.9999999999999885,1.2999999999999994,10.0,1.7000000000000153,2.2000000000000157,3.0,6.30000000000001,8.799999999999994,1.0,1.7000000000000046,9.0
